ddyg,dosage_and_administration,drug_properties,flavor_and_meridian_tropism,functions_of_curing,latin,medicinal_parts,name,nmedicinal_partsame,other_name,pinyin,plant,process,production_place,taboos,type_
《神农本草经》,内服：煎汤，3～9g；研末，1～1.5g；或浸酒。外用：适量，研末掺或调敷。,线纹海马：呈扁长形而弯曲，体长约30cm。表面黄白色。头略似马头，有冠状突起，具管状长吻，口小，无牙，两眼深陷。躯干部七棱形，尾部四棱形，渐细卷曲，体上有瓦楞形的节纹并具短棘。体轻，骨质，坚硬。气微腥，味微咸。刺海马：体长15～20cm。头部及体上环节间的棘细而尖。大海马：体长20～30cm。黑褐色。三斑海马体侧背部第1、4、7节的短棘基部各有1黑斑。小海马海蛆体形小，长7～10cm。：黑褐色。节纹及短棘均较细小。,温；甘；归肝、肾经,温肾壮阳，散节消肿。用于阳痿遗精，?瘕积聚，瘰疬痰核，跌扑损伤；外治痈肿疔疮。,Hippocampus,除去内脏的全体,海马,除去内脏的全体,水马、马头鱼、龙落子鱼,HAI MA,,多于夏、秋二季捕捞。刁海龙、拟海龙除去皮膜及内脏，洗净，晒干，尖海龙直接洗净，晒干。,广东、福建、台湾、山东等省沿海,孕妇及阴虚阳亢者禁服。,补益药
《神农本草经》,内服：煎汤，6～9g；或入丸、散；或浸酒。,本品呈近圆柱形，微扭曲，向下略细或有少数分枝，长30～60cm，直径0.5～3cm。表面黄棕色或灰褐色，具纵皱纹、支根痕和多数横向突起的皮孔。质韧，不易折断，断面浅黄色或棕黄色，维管束点状，排列成数轮同心环。气微，味甜。,平；甘、微苦；归肝、肾经,逐瘀通经，通利关节，利尿通淋。用于经闭?L瘕，胞衣不下，关节痹痛，足痿筋挛，尿血血淋，跌扑损伤。,Radix Cyathulae,根,川牛膝,根,麻牛膝、甜牛膝,CHUAN NIU XI,,11～12月间采挖。除去芦头、须根及泥沙，烘或晒至半干，堆放回润，再烘干或晒干。,四川、云南、贵州,孕妇及月经过多者禁用。,活血化瘀药
《神农本草经》,内服：煎汤，10～30g；或入丸、散；或浸酒。外用：适量，煎水熏洗；或熬膏贴；或研末调敷；或用鲜品捣敷。,"本品呈长园柱形，多分枝，常缠绕成束，直径1.5～6mm。表面棕红色至暗棕色，有的灰绿色，光滑或被茸毛；外皮易剥落。枝上多节，节间长6～9cm,有残叶及叶痕。质脆，易折断，断面黄白色，中空。无臭，老枝味微苦，嫩枝味淡。",寒；甘、微苦；归心、肺经,清热解毒，疏风通络。用于温病发热，疮痈肿毒，热毒血痢，风湿热痹。,Caulis Lonicerae Japonicae,茎枝,忍冬藤,茎枝,老翁须、金钗股、金银花藤、过冬藤,REN DONG TENG,,11～12月间采挖。除去杂质，捆成束或卷成团。,山东、河南全国大部分地区均产,脾胃虚寒者慎服。,
《神农本草经》,内服：煎汤，2～6g，或入丸、散。外用：适量，研末敷。,干燥果实呈卵圆形或椭圆形，长约2～3cm，直径约0.6～1cm。外表呈褐色或带有土红色粉末，粗糙，多细皱纹，上端宿萼有4裂片。质坚脆，破之常纵裂为2瓣，内藏少数种子。气微香，味辛辣。,温；辛；归脾、胃、肺、肾经,温中散寒。用于暴心气痛，胃寒呕逆，风冷齿痛，牙宣，口臭，妇人阴冷，小儿疝气。,Fructus Caryophylli,果实,母丁香,果实,鸡舌香、雌丁香,MU DING XIANG,,秋季果实成熟时采摘。晒干。,广东、海南、广西、云南,不宜与郁金同用。热病及阴虚内热者忌服。,温里药
《神农本草经》,内服：煎汤，6～10g。,本品常扎成小把，呈束状或扇状，长12～35cm。掌状复叶带有长柄，暗绿色，3～6枚轮生。小叶通常5枚，偶有7或9枚，呈卵形或倒卵形，基部的小叶长2～8cm，宽1～4cm；上部的小叶大小相近，长4～16cm，宽2～7cm，基部楔形，先端渐尖，边缘具细锯齿及刚毛，上表面叶脉生刚毛，下表面叶脉隆起。纸质，易碎。气清香，味微苦而甘。,寒；苦、甘；归肺、胃经,补气，益肺，祛暑，生津。用于气虚咳嗽，暑热烦躁，津伤口渴，头目不清，四肢倦乏。,Folium Glnseng,叶,人参叶,叶,参叶,REN SHEN YE,,秋季采收。晾干或烘干。,吉林、辽宁、黑龙江,不宜与藜芦同用。脾胃虚寒者慎用。,补益药
《神农本草经》,内服：冲服，一次1.5～3g，一日2次。,本品为淡灰色粉末；气微腥，味微咸。,寒；苦；归心、肝经,清热解毒，凉血，定惊。用于温病高热，神昏谵语，发斑发疹，吐血衄血，惊风，癫狂。,Pulvis Cornus Bubali Concentratus,角,水牛角浓缩粉,角,牛角、牛角尖、牛角灰,SHUI NIU JIAO NONG SUO FEN,,屠宰时收集。洗净干燥后，经加工而成。,华南、华东,中虚胃寒者慎服。,平肝息风药
《神农本草经》,内服：煎汤，3～6g；研末，1～3g；或熬膏；或入丸、散。外用：适量，研末掺、调敷；或捣敷；或煎水洗。,本品呈球形或扁球形，直径4～6mm。表面棕红色至暗棕色，干瘪，皱缩，果肉常紧贴种子上。子1～2，肾形，表面棕黄色，有光泽，种皮薄而脆。果肉气微，味微酸。,温；酸、甘；归肺、心、肾经,收敛固涩，益气生津，补肾宁心。用于久嗽虚喘，梦遗滑精，遗尿尿频，久泻不止，自汗，盗汗，津伤口渴，短气脉虚，内热消渴，心悸失眠。,Fructus Schisandrae Sphenantherae,果实,南五味子,果实,玄及、会及、五梅子,NAN WU WEI ZI,,秋季果实成时采摘。晒干，除去果梗及杂质。,湖北、陕西、山西及华中、西南等地,内服：煎汤，6～10g；研末，3～5g；或入丸剂。外用：适量，研末撒或油调敷。,收涩药
《神农本草经》,内服：入丸、散，0.1～0.5g，不宜入煎剂。外用：适量，研末撒，或调敷，或吹，或点。,为玉白色或灰白色半透明结晶，呈多角形片状或颗粒状。质松脆。气芳香，味辛、凉，嚼之则慢慢溶化。具挥发性，燃烧时无黑烟或微有黑烟。,微寒；辛、苦；归心、脾、肺经,开窍醒神，清热止痛。用于热病神昏、痉厥，中风痰厥，气郁暴厥，中恶昏迷，目赤，口疮，咽喉肿痛，耳道流脓。,Borneolum,树脂加工品或叶中提取的结晶,冰片（天然）,树脂加工品或叶中提取的结晶,龙脑、片脑、梅花脑、老梅片,BING PIAN,,从龙脑香树干的裂缝处，采取干燥的树脂。水蒸气蒸馏升华，冷却后即成结晶。,印度尼西亚的苏门答腊；广东、广西、贵州,气血虚弱之昏厥及孕妇慎用。只可暂用，不宜久服。,开窍药
《神农本草经》,内服：煎汤，3～9g；或入丸、散。,本品呈线形。花药扭转，纵裂，长1.2～1.5cm，直径约0.1cm，淡黄色或棕黄色。花丝纤组稍弯曲，长1.5～1.8cm，淡紫色。气微香，味涩。,平；甘、涩；归心、肾经,固肾涩精。用于遗精滑精，带下，尿频。,Stamen Nelumbinis,雄蕊,莲须,雄蕊,莲花须、莲花蕊、金樱草、莲蕊须、佛座须,LIAN XU,,夏季花开时选晴天采收。盖纸晒干或阴干。,湖南、湖北、福建、江苏、浙江、江西,小便不利者勿服。,收涩药
《神农本草经》,内服：煎汤，1.5～3g；或入丸、散。,本品略呈细棒状，长1～1.4cm，直径约0.2cm。幼叶绿色，一长一短，卷成箭形，先端向下反折，两幼叶间可见细小胚芽。胚根圆柱形，长约3mm，黄白色。质脆，易折断，断面有数个小孔。气微，味苦，,寒；苦；归心、肾经,清心安神，交通心肾，涩精止血。用于热人心包，神昏谵语，心肾不交，失眠遗精，血热吐血。,Plumula Nelumbinis,幼叶及胚根,莲子心,幼叶及胚根,薏、苦薏、莲薏、莲心,LIAN ZI XIN,,秋季果实成熟时采收。取出、晒干。,湖南、湖北、福建、江苏、浙江、江西,脾胃虚寒者禁服。,收涩药
《神农本草经》,内服：煎汤，3～10g，或入丸、散。外用：适量，研末调敷。,干燥的胶树脂呈不规则颗粒状或粘结成团块，大小不一，一般直径约2.5cm，有的可达10cm，红棕色或黄棕色，表面粗糙，覆有粉尘。质坚脆，破碎面呈不规则颗粒状，带棕色油样光泽，并伴有白色小点或线纹，薄片半透明。气微弱而芳香，味苦微辛。,平；苦、辛；归心、肝、脾经,活血止痛，消肿生肌。用于外伤科跌打损伤，疮疡痈肿，瘀血阻滞诸痛证。,Myrrha,渗出的油胶树脂,没药,渗出的油胶树脂,末药,MO YAO,,11月至翠年2月或6～7月采收。多由树皮的裂缝处自然渗出。采得后去净树皮及杂质，在干燥通风处保存。,非洲索马里、埃塞俄比亚、印度,脾胃虚弱、孕妇及虚证无瘀者慎服。,活血化瘀药
《神农本草经》,内服：煎汤，5～10g，宜包煎；或入丸、散。外用：适量，研末撒或调敷。,灵脂块：呈不规则的块状，大小不一。表面黑棕色、黄棕色、红棕色或灰棕色，凹凸不平，有的有油润性光泽；粪粒呈长椭圆柱形，其表面常破碎，呈纤维性。体轻，质较硬，但较易破碎，断面不平坦，可模糊地看出粪粒的形状，有时呈纤维性。气腥臭，味苦。灵脂米：呈长椭圆形圆柱状，两端钝圆，长5～15cm，直径3～6毫米。表面黑棕色，较平滑或微粗糙，常可见浅色的斑点，有的具有光泽。体轻而松，易折断，断面黄色，黄绿色或黑棕色，呈纤维性。气微弱，味微苦咸。,温；苦、咸、甘；归肝经,活血止痛，化瘀止血。用于瘀血阻滞诸痛证，出血证属瘀血内阻血不循经者，蛇及蝎、蜈蚣咬伤。,Faecas Trogopterori,粪便,五灵脂,粪便,药本、寒号虫粪、寒雀粪,WU LING ZHI,,全年可采。拣净泥土等杂质。,河北、山西、甘肃,血虚无瘀及孕妇慎敷。,活血化瘀药
《神农本草经》,内服：煎汤，9～15g（大剂量30g），或入丸、散。外用：适量，熬膏涂敷或煎水洗。,本品根茎短粗，顶端有时残留茎基。根数条，长圆柱形，略弯曲，有的分枝并具须状细根，长10～20cm，直径0.3～lcm。表面棕红色或暗棕红色，粗糙，具纵皱纹。老根外皮疏松，多显紫棕色，常呈鳞片状剥落。质硬而脆，断面疏松，有裂隙或略平整而致密，皮部棕红色，木部灰黄色或紫褐色，导管束黄白色，呈放射状排列。气微，味微苦涩。栽培品较粗壮，直径0.5～1.5cm。表面红棕色，具纵皱，外皮紧贴不易剥落。质坚实，断面较平整，略呈角质样。,微寒；苦；归心、肝经,祛瘀止痛，活血通经，清心除烦。用于月经不调，经闭痛经，瘴瘕积聚，胸腹刺痛，热痹疼痛，疮疡肿痛，心烦不眠；肝脾肿大，心绞痛。,Radix et Rhizoma Salviae Miltiorrhizae,根及根茎,丹参,根及根茎,赤参、紫丹参、红根、活血根、红参、血参根,DAN SHEN,,春、秋二季采挖。除去泥沙，干燥。,河北、山西、甘肃,月经过多而无瘀血者禁服，孕妇慎服。不宜与藜芦同用。,活血化瘀药
《神农本草经》,内服：煎汤，3～10g，或入丸、散。外用：适量，研末调敷；或浸酒搽。,本品为不带子房的管状花，长1～2cm。表面红黄色或红色。花冠筒细长，先端5裂，裂片呈狭条形，长5～8mm；雄蕊5，花药聚合成筒状，黄白色；柱头长圆柱形，顶端微分叉。质柔软。气微香，味微苦。,温；辛；归心、肝经,活血通经，散瘀止痛。用于经闭，痛经，恶露不行，癜瘕痞块，跌扑损伤，疮疡肿痛。,Flos Carthami,花,红花,花,红蓝花、刺红花、草红花,HONG HUA,,夏季花由黄变红时采摘。阴干或晒干。,河南、浙江、四川,孕妇及月经过多者禁服。,活血化瘀药
《神农本草经》,内服：煎汤，6～10g，打碎；或入丸、散。外用：适量，捣敷，或研细蜜、油调敷。,呈扁长卵形，长1.2～1.8cm，宽0.8～1.2cm，厚0.2～0.4cm。表面黄棕色至红棕色，密布颗粒状突起。一端尖，中部膨大，另端钝圆稍偏斜，边缘较薄。尖端一侧有短线形种脐，圆端有颜色略深不甚明显的合点，自合点处散出多数纵向维管束。种皮薄，子叶2，类白色，富油性。气微，味微苦。,平；苦、甘；归心、肝、大肠经,活血祛瘀，润肠通便。用于经闭，痛经，瘕瘕痞块，跌扑损伤，肠燥便秘。,Semen Persicae,成熟种子,桃仁,成熟种子,桃核仁,TAO REN,,果实成熟后采收。除去果肉及核壳，取出种子，晒干。,全国各地均产,孕妇及无瘀血血者禁服。,活血化瘀药
《神农本草经》,内服：煎汤，10～30g；或熬膏，或入丸、散。外用：适量，煎水洗或鲜草捣敷。,茎表面灰绿色或黄绿色；体轻，质韧，断面中部有髓。叶片灰绿色，多皱缩、破碎，易脱落。轮伞花序腋生，小花淡紫色，花萼筒状，花冠二唇形。切断者长约2cm。,微寒；苦、辛；归肝、心、膀胱经,活血调经，利尿消肿。用于月经不调，痛经，经闭，恶露不尽，水肿尿少；急性肾炎水肿。,Herba Leonuri,地上部分,益母草,地上部分,益母、茺蔚、坤草、益母蒿、月母草、红花益母草,YI MU CAO,,夏季茎叶茂盛、花未开或初开时采割。晒干，或切段晒干。,全国各地均产,阴虚血少、月经过多、寒滑泻利者及孕妇禁服。,活血化瘀药
《神农本草经》,内服：煎汤，6～12g，或入丸、散。外用：适量，鲜品捣敷或煎水熏洗。,本品茎呈方柱形，少分枝，四面均有浅纵沟，长50～100cm，直径0.2～0.6cm；表面黄绿色或带紫色，节处紫色明显，有白色茸毛；质脆，断面黄白色，髓部中空。叶对生，有短柄；叶片多皱缩，展平后呈披针形或长圆形，长5～10cm，上表面黑绿色，下表面灰绿色，密具腺点，两面均有短毛；先端尖，边缘有锯齿。花簇生叶腋成轮状，花冠多脱落，苞片及花萼宿存，黄褐色。无臭，味淡。,微温；苦、辛；归肝、脾经,活血化瘀，行水消肿。用于月经不调，经闭，痛经，产后瘀血腹痛，水肿。,Herba Lycopi,地上部分,泽兰,地上部分,虎兰、小泽兰、地瓜儿苗、奶孩、风药、蛇王菊、草泽兰,ZE LAN,,夏、秋季茎叶茂盛时采割。晒干。,黑龙江、辽宁、浙江,血虚无瘀者慎服；孕妇禁服。,活血化瘀药
《神农本草经》,内服：煎汤，10～15g（大剂量30g；或浸酒；或熬膏。,本品为椭圆形、长矩圆形或不规则的斜切片，厚0.3～lcm。栓皮灰棕色，有的可见灰白色斑，栓皮脱落处显红棕色。切面木部红棕色或棕色，导管孔多数；韧皮部有树脂状分泌物呈红棕色至黑棕色，与木部相间排列呈3～8个偏心性半圆形环；髓部偏向一侧。质坚硬。气微，味涩。,温；苦、甘；归肝经,补血，活血，通络。用于月经不调，血虚萎黄，麻木瘫痪，风湿痹痛。,Caulis Spatholobi,藤茎,鸡血藤,藤茎,血风藤,JI XUE TENG,,秋、冬二季采收。除去枝叶，切片，晒干。,广西,,活血化瘀药
《神农本草经》,内服：煎汤，3～10g，或入丸、散。,为圆形或长圆形片，直径4～10cm，厚0.2～0.5cm。横切片外果皮黄色或黄绿色，边缘呈波状，散有凹人的油点；中果皮厚1～3cm，黄白色，有不规则的网状突起的维管束；瓤囊10～17室。纵切片中心柱较粗壮。质柔韧。气清香味微甜而苦辛。,温；辛、苦、酸；归肝、脾、肺经,舒肝理气，宽中，化痰。用于肝胃气滞，胸胁胀痛，脘腹痞满，呕吐噫气，痰多咳嗽。,Fructus Citri,成熟果实,香橼,成熟果实,香圆,XIANG YUAN,,秋季果实成熟时采收。趁鲜切片，晒于或低温干燥。香圆亦可整个或对削两半后，晒干或低温干燥。,浙江、江西、广东,气虚、阴虚者慎服。,理气药
